EMP_NAME,EMP_AGE,MARITAL STATUS,EMP ID,COMPANY,COMPANY LOCATION,SPECIALIZATION,DESIGNATION_ID,PHONE NO,BANK BRANCH,EXPERIENCE,EDUCATION,VOTER_ID,PAN CARD,HOUSING,Loan,LOAN TYPE_ID,REWARD POINTS ,SAVINGS ACCOUNT NO.,CD ACC NO,FD ACC NO,OD ACC NO,CURRENT ACC NO,BALANCE,CREDIT CARD NO,DEBIT CARD NO,INTERNET BANKING,AVG BALANCE YEAR1,AVG BALANCE YEAR 2,AVG BALANCE YEAR 3,ADDRESS OF EMPLOYEES,ACCOUNT OPENING DATE,,
DHIVYA SREE,32,married,6064,IGATE,Hyderbad,Blackberry 10,1009,7894563263,Hyderbad,10,MTECH,APL784524,HYBRD7148Z,no,no,208,8323,10025000001667,NULL,1114020020127,1111250000656,NULL,20614,4719 2395 1258 1322,2900 9438 8752 1005,yes,154975,195570,585969,"H.No:179/U,ganseh lane,lalbaug",08-08-2010,,
DURAI MURUGAN,27,married,6203,IGATE,Hyderbad,Chrome OS App,1009,7894563265,Hyderbad,2,MTECH,PLI9632597,HYBRD7149X,yes,no,208,5457,10025000001668,NULL,1114020020128,1111250000657,NULL,20617,5719 2385 1258 1223,2901 9438 8752 1005,yes,129582,328746,516055,"H.No:278/G,furniture wala road,Worli",14-10-2012,,
EZUMALI ,26,married,6204,IGATE,Hyderbad,Android ,1009,7894563267,Hyderbad,3,MTECH,EFU589643,HYBRD7150C,yes,no,208,658,10025000001669,NULL,1114020020129,1111250000658,NULL,85000,5720 2385 1258 1223,2902 9438 8752 1005,yes,108242,199637,245876,"H.No:57/V,savla street,matunga(W)",24-06-2009,,
FAROOQ,28,married,6205,IGATE,Hyderbad,iOS,1009,7894563269,Hyderbad,4,MTECH,IJP8252381,HYBRD7151P,yes,no,208,7456,10025000001670,NULL,1114020020130,1111250000659,NULL,20621,5721 2385 1258 1223,2903 9438 8752 1005,yes,86289,356476,551195,"H.No:66/B,93 feet road,ghatkopar(E)",13-08-2011,,
FATHIMA BENAZIR,29,married,6206,IGATE,Hyderbad,Windows 7.5,1009,7894563271,Hyderbad,5,MTECH,QSR985424,HYBRD7152Q,yes,yes,205,2496,10025000001671,NULL,1114020020131,1111250000660,NULL,20622,5722 2385 1258 1223,2904 9438 8752 1005,yes,48056,1763,445943,"H.No:150/M,shivari road,Parel(E)",26-10-2012,,
GNANASEKARAN,31,married,6207,IGATE,Hyderbad,Windows 8.0 Mobile,1009,7894563273,Hyderbad,6,MTECH,AMN45135,HYBRD7153W,yes,no,208,8572,10025000001672,NULL,1114020020132,1111250000661,NULL,20623,4720 2395 1258 1322,2905 9438 8752 1005,yes,175426,298390,367393,"H.No:24/L,cloves lane,masjid bunder(W)",24-12-2011,,
GRIFFIN,35,single,6208,IGATE,Hyderbad, Windows 8.1 PC,1009,7894563275,Hyderbad,7,MTECH,QSZ126590,HYBRD7154E,no,no,208,528,10025000001673,NULL,1114020020133,1111250000662,NULL,20625,5723 2385 1258 1223,2906 9438 8752 1005,yes,177369,177585,151222,"H.No:13/T,Lifestyle Road,Parel(W)",27-02-2009,,
HANSIKA,35,married,6209,IGATE,Hyderbad,Blackberry 10,1009,7894563277,Hyderbad,8,MTECH,PLI9632597,HYBRD7155R,yes,no,208,9238,10025000001674,NULL,1114020020134,1111250000663,NULL,20626,5724 2385 1258 1223,2907 9438 8752 1005,yes,175266,355034,314624,"H.No:122/O,Queens road,Chinchpokli",24-05-2013,,
HARIHARAN ,38,single,6210,IGATE,Hyderbad,Chrome OS App,1009,7894563279,Hyderbad,9,MTECH,APL784525,HYBRD7156T,yes,no,208,938,10025000001675,NULL,1114020020135,1111250000664,NULL,20628,5725 2385 1258 1223,2908 9438 8752 1005,yes,6929,344747,335477,"H.No:31/T,M G road,Byculla(W)",17-03-2010,,
INDRANI,34,married,6211,IGATE,Hyderbad,Android ,1009,7894563281,Hyderbad,10,MTECH,PLI9632598,HYBRD7157Y,yes,no,208,9398,10025000001676,NULL,1114020020136,1111250000665,NULL,20629,5726 2385 1258 1223,2909 9438 8752 1005,yes,137447,322863,302588,"H.No:19/K,Dharavi road,Sion(W)",27-01-2010,,
JASMINE,28,divorced,6212,IGATE,Hyderbad,Android ,1009,7894563283,Hyderbad,5,MTECH,EFU589644,HYBRD7158U,yes,no,208,9238,10025000001677,NULL,1114020020137,1111250000666,NULL,20630,4721 2395 1258 1322,2910 9438 8752 1005,yes,169684,382777,141019,"H.No:28/G,Chandvarkar road,Matunga(W)",30-10-2013,,
KADALARASAN,23,divorced,6213,IGATE,Hyderbad,V&V,1011,7894563285,Hyderbad,0,MTECH,IJP8252382,HYBRD7159I,yes,no,208,8578,10025000001678,NULL,1114020020138,1111250000667,NULL,50000,5727 2385 1258 1223,2911 9438 8752 1005,yes,165922,393400,239696,"H.No:17/O,Napoo Road,Lalbaug",21-05-2009,,
KANDAN KUMAR,25,married,6214,IGATE,Hyderbad,V&V,1011,7894563287,Hyderbad,1,MTECH,QSR985425,HYBRD7160O,yes,no,208,868,10025000001679,1112510020083,1114020020139,1111250000668,NULL,50000,5728 2385 1258 1223,2912 9438 8752 1005,yes,106305,183260,463444,"H.No:64/H,Bhulabhai desai road,wadala(E)",18-04-2013,,
LAKSHMAN,26,divorced,6215,IGATE,Hyderbad,V&V,1011,7894563289,Hyderbad,2,MTECH,APL784523,HYBRD7161P,yes,yes,205,825,10025000001680,1112510020084,1114020020140,1111250000669,NULL,20634,5729 2385 1258 1223,2913 9438 8752 1005,yes,174116,294760,114583,"H.No:15/C,dargah road,mahalakshmi",21-04-2013,,
LAVANYA,28,single,6216,IGATE,Hyderbad,V&V,1011,7894563291,Hyderbad,3,MTECH,PLI9632596,HYBRD7162L,yes,yes,205,8632,10025000001681,1112510020085,1114020020141,NULL,NULL,20636,5730 2385 1258 1223,2914 9438 8752 1005,yes,153519,75866,244021,"H.No:24/B,Shinde wadi,Dadar(E)",12-01-2009,,
MOHAMMED SHAFI,28,single,6217,IGATE,Hyderbad,V&V,1011,7894563293,Hyderbad,4,MTECH,EFU589642,HYBRD7163P,yes,no,208,456,10025000001682,1112510020086,1114020020142,NULL,NULL,23697,4722 2395 1258 1322,2915 9438 8752 1005,yes,60731,77027,72694,"H.No:23/C,Tata Hospital Road,Parel(E)",27-01-2013,,
MOHIT KHAN,29,married,6218,IGATE,Hyderbad,V&V,1011,7894563295,Hyderbad,5,MTECH,IJP8252380,HYBRD7164O,yes,no,208,9524,10025000001683,1112510020087,1114020020143,NULL,NULL,20639,5731 2385 1258 1223,2916 9438 8752 1005,yes,79254,269389,357169,"H.No:12/N,Caters Road,Prabhadevi",09-05-2008,,
NANDAN KUMARAN,26,divorced,6219,IGATE,Hyderbad,V&V,1011,7894563297,Hyderbad,0,MTECH,QSR985423,HYBRD7165I,no,no,208,8326,10025000001684,1112510020088,1114020020144,NULL,NULL,20641,5732 2385 1258 1223,2917 9438 8752 1005,yes,64083,353340,474987,"H.No:21/C,Shinde wadi,Dadar(E)",31-07-2013,,
NAVYA NAIK,26,married,6220,IGATE,Hyderbad,V&V,1011,7894563299,Hyderbad,1,MTECH,AMN45134,HYBRD7166U,yes,no,208,782,10025000001685,1112510020089,1114020020145,NULL,NULL,20644,5733 2385 1258 1223,2918 9438 8752 1005,yes,5693,218030,559793,"H.No:24/D,Tata Hospital Road,Parel(E)",23-08-2013,,
OVIYA,28,married,6221,IGATE,Hyderbad,V&V,1011,7894563301,Hyderbad,2,MTECH,QSZ126589,HYBRD7167Y,yes,no,208,938,10025000001686,1112510020090,1114020020146,NULL,NULL,20646,5734 2385 1258 1223,2919 9438 8752 1005,yes,169621,2211,350305,"H.No:18/O,Caters Road,Prabhadevi",15-06-2011,,
PRABAKARAN,29,single,6222,IGATE,Hyderbad,V&V,1011,7894563303,Hyderbad,3,MTECH,PLI9632596,HYBRD7168R,yes,yes,206,6238,10025000001687,1112510020091,1114020020147,NULL,NULL,20648,4723 2395 1258 1322,2920 9438 8752 1005,yes,195910,312484,269127,"H.No:15/R,nakshatra road,Dadar(E)",24-01-2007,,
PRASANNA SUNDAR,30,married,6223,IGATE,Hyderbad,MySQL Server,1011,7894563305,Hyderbad,4,MTECH,APL784524,HYBRD7169D,yes,no,208,2386,10025000001688,1112510020092,1114020020148,NULL,NULL,23706,5735 2385 1258 1223,2921 9438 8752 1005,yes,175767,321069,369338,"H.No:23/K,Rani baug,Byculla(E)",04-01-2006,,
PRATHIBA RAJ,27,married,6224,IGATE,Hyderbad,MySQL Server,1011,7894563307,Hyderbad,5,MTECH,PLI9632597,HYBRD7170P,yes,no,208,8636,10025000001689,1112510020093,1114020020149,NULL,NULL,20656,5736 2385 1258 1223,2922 9438 8752 1005,yes,72488,126442,160955,"H.No:22/C,ferry wharf,mazgaon",03-07-2008,,
SRINIVASAN,22,married,6225,IGATE,Hyderbad,MySQL Server,1011,7894563309,Hyderbad,0,MTECH,EFU589643,HYBRD7171O,yes,no,208,8368,10025000001690,1112510020094,1114020020150,NULL,NULL,20659,5737 2385 1258 1223,2923 9438 8752 1005,yes,89506,211111,199788,"H.No:53/G,Porteguse church,Dadar(W)",12-04-2010,,
THIRUVARASAN,26,divorced,6226,IGATE,Hyderbad,MySQL Server,1011,8456912371,Hyderbad,1,MTECH,IJP8252381,HYBRD7172U,yes,no,208,5823,10025000001691,1112510020095,1114020020151,NULL,NULL,20661,5738 2385 1258 1223,2924 9438 8752 1005,yes,68022,257771,117803,"H.No:49/M,standard mill compound,Wadala(W)",15-07-2011,,
VADIVEL,28,single,6227,IGATE,Hyderbad,MySQL Server,1011,8456912374,Hyderbad,2,MTECH,QSR985424,HYBRD7173Y,yes,no,208,8585,10025000001692,1112510020096,1114020020152,NULL,NULL,20663,4724 2395 1258 1322,2925 9438 8752 1005,yes,51446,37572,274235,"H.No:18/E,dargah road,mahalakshmi",16-07-2006,,
VENKAT HARI NARAYANAN,29,single,6228,IGATE,Hyderbad,MySQL Server,1011,8456912377,Hyderbad,3,MTECH,AMN45135,HYBRD7174Q,yes,no,208,8578,10025000001693,1112510020097,1114020020153,NULL,NULL,20666,5739 2385 1258 1223,2926 9438 8752 1005,yes,128492,155116,188081,"H.No:25/T,durdarshan road,Worli",20-11-2011,,
VINAYAK MAHADEV,31,married,6229,IGATE,Hyderbad,MySQL Server,1011,8456912380,Hyderbad,4,MTECH,QSZ126590,HYBRD7175W,yes,no,208,5624,10025000001694,1112510020098,1114020020154,NULL,NULL,20667,5740 2385 1258 1223,2927 9438 8752 1005,yes,48963,55785,271239,"H.No:22/D,Shinde wadi,Dadar(E)",31-08-2008,,
"Beena 	Chaudhary",28,single,6230,IGATE,Hyderbad,MySQL Server,1011,8456912383,Hyderbad,5,MTECH,PLI9632597,HYBRD7176R,yes,no,208,5241,10025000001695,1112510020099,1114020020155,NULL,NULL,20669,5741 2385 1258 1223,2928 9438 8752 1005,yes,191153,333020,450444,"H.No:21/E,Tata Hospital Road,Parel(E)",23-08-2012,,
Belinda Brar,23,married,6231,IGATE,Hyderbad,MySQL Server,1011,8456912386,Hyderbad,0,MTECH,APL784525,HYBRD7177T,yes,no,208,9584,10025000001696,1112510020100,1114020020156,NULL,NULL,20671,5742 2385 1258 1223,2929 9438 8752 1005,yes,120201,237671,158366,"H.No:18/P,Caters Road,Prabhadevi",21-05-2009,,
"Abhyagni 	Gounder",26,married,6232,IGATE,Hyderbad,MySQL Server,1011,8456912389,Hyderbad,1,MTECH,PLI9632598,HYBRD7178Y,yes,no,208,6357,10025000001697,1112510020101,1114020020157,NULL,NULL,20678,4725 2395 1258 1322,2930 9438 8752 1005,yes,46427,371747,121720,"H.No:27/E,Shinde wadi,Dadar(E)",10-09-2007,,
"Deepankar	Gehlot",29,divorced,6233,IGATE,Hyderbad,MySQL Server,1011,8456912392,Hyderbad,2,MTECH,EFU589644,HYBRD7179U,yes,no,208,523,10025000001698,1112510020102,1114020020158,NULL,NULL,20681,5743 2385 1258 1223,2931 9438 8752 1005,yes,175859,188389,279275,"H.No:92/F,Tata Hospital Road,Parel(E)",14-11-2007,,
"Chahel 	Sarkar",28,married,6234,IGATE,Hyderbad,V&V,1011,8456912395,Hyderbad,3,MTECH,IJP8252382,HYBRD7180I,yes,no,208,5824,10025000001699,1112510020103,1114020020159,NULL,NULL,20682,5744 2385 1258 1223,2932 9438 8752 1005,yes,192449,386064,466329,"H.No:181/A,shivari road,Parel(E)",25-01-2010,,
"Haraksa	Kohli",28,married,6235,IGATE,Hyderbad,V&V,1011,8456912398,Hyderbad,4,MTECH,QSR985425,HYBRD7181O,yes,yes,206,8524,10025000001700,1112510020104,1114020020160,NULL,NULL,20683,5745 2385 1258 1223,2933 9438 8752 1005,yes,56670,327387,346078,"H.No:251/N,gymkhana marg,Currey road",12-04-2010,,
"Dayamay 	Chaturvedi",30,single,6236,IGATE,Hyderbad,V&V,1011,8456912401,Hyderbad,5,MTECH,AMN45136,HYBRD7182P,yes,no,208,5524,10025000001701,1112510020105,1114020020161,NULL,NULL,20684,5746 2385 1258 1223,2934 9438 8752 1005,yes,95685,244972,338963,"H.No:76/A,ganseh lane,lalbaug",21-09-2012,,
"Advik 	Prasad",22,single,6237,IGATE,Hyderbad,V&V,1011,8456912404,Hyderbad,0,MTECH,QSZ126591,HYBRD7183A,yes,no,208,8554,10025000001702,1112510020106,1114020020162,NULL,NULL,20685,4726 2395 1258 1322,2935 9438 8752 1005,yes,131561,25691,394017,"H.No:237/H,furniture wala road,Worli",28-12-2013,,
Alaka Jha,23,married,6238,IGATE,Hyderbad,V&V,1011,8456912407,Hyderbad,1,MTECH,PLI9632598,HYBRD7184S,no,no,208,8963,10025000001703,1112510020107,1114020020163,NULL,NULL,23816,5747 2385 1258 1223,2936 9438 8752 1005,yes,174727,62586,82953,"H.No:55/A,savla street,matunga(W)",05-09-2011,,
"Ganaka	Rao",26,single,6171,IGATE,Hyderbad,V&V,1011,8456912410,Hyderbad,2,MTECH,APL784526,HYBRD7185D,yes,no,208,9858,10025000001704,1112510020108,1114020020164,NULL,NULL,20686,5748 2385 1258 1223,2937 9438 8752 1005,yes,130591,264227,323074,"H.No:64/C,93 feet road,ghatkopar(E)",12-04-2010,,
"Devarpana 	Gupta",28,married,6172,IGATE,Hyderbad,V&V,1011,8456912413,Hyderbad,3,MTECH,PLI9632599,HYBRD7186F,yes,no,208,9578,10025000001705,1112510020109,1114020020165,NULL,NULL,20687,5749 2385 1258 1223,2938 9438 8752 1005,yes,146748,48499,265401,"H.No:111/B,shivari road,Parel(E)",15-02-2007,,
"Abhyudita	Ganguli",29,married,6173,IGATE,Hyderbad,V&V,1011,8456912416,Hyderbad,4,MTECH,EFU589645,HYBRD7187G,yes,no,208,8525,10025000001706,1112510020110,1114020020166,NULL,NULL,20689,5750 2385 1258 1223,2939 9438 8752 1005,yes,133659,265703,495658,"H.No:29/I,cloves lane,masjid bunder(W)",13-04-2010,,
"Anointing	Ray",29,single,6174,IGATE,Hyderbad,V&V,1011,8456912419,Hyderbad,5,MTECH,IJP8252383,HYBRD7188A,yes,yes,205,5852,10025000001707,1112510020111,1114020020167,NULL,NULL,20704,4727 2395 1258 1322,2940 9438 8752 1005,yes,93465,37941,506926,"H.No:162/D,Lifestyle Road,Parel(W)",06-05-2012,,
"Dayasagar 	Deshmukh",27,married,6175,IGATE,Hyderbad,V&V,1011,8456912422,Hyderbad,0,MTECH,QSR985426,HYBRD7189R,yes,no,208,8524,10025000001708,1112510020112,1114020020168,NULL,NULL,20706,5751 2385 1258 1223,2941 9438 8752 1005,yes,10504,96364,81855,"H.No:152/N,Queens road,Chinchpokli",14-04-2010,,
"Darshit 	Arora",26,married,6176,IGATE,Hyderbad,MySQL Server,1011,8456912425,Hyderbad,1,MTECH,APL784524,HYBRD7190S,yes,no,208,469,10025000001709,1112510020113,1114020020169,NULL,NULL,20707,5752 2385 1258 1223,2942 9438 8752 1005,yes,190888,53080,526238,"H.No:23/U,M G road,Byculla(W)",05-09-2012,,
"Gajkaran	Roy",24,married,6177,IGATE,Hyderbad,MySQL Server,1011,8456912428,Hyderbad,2,MTECH,PLI9632597,HYBRD7191H,yes,no,208,858,10025000001710,1112510020114,1114020020170,NULL,NULL,20710,5753 2385 1258 1223,2943 9438 8752 1005,yes,82916,5555,31801,"H.No:11/J,Dharavi road,Sion(W)",05-07-2008,,
Bhagvati Agarwal,26,single,6178,IGATE,Hyderbad,MySQL Server,1011,8456912431,Hyderbad,3,MTECH,EFU589643,HYBRD7192A,yes,no,208,7485,10025000001711,1112510020115,1114020020171,NULL,NULL,20712,5754 2385 1258 1223,2944 9438 8752 1005,yes,34459,35266,467049,"H.No:28/F,Chandvarkar road,Matunga(W)",16-11-2012,,
"Adwaya 	Rao",28,married,6179,IGATE,Hyderbad,MySQL Server,1011,8456912434,Hyderbad,4,MTECH,IJP8252381,HYBRD7193D,yes,no,208,896,10025000001712,1112510020116,1114020020172,NULL,NULL,20713,4728 2395 1258 1322,2945 9438 8752 1005,yes,125278,312224,241083,"H.No:57/B,savla street,matunga(W)",13-12-2006,,
"Deepan 	Ganguli",30,single,6180,IGATE,Hyderbad,MySQL Server,1011,8456912437,Hyderbad,5,MTECH,QSR985424,HYBRD7194M,yes,yes,204,8457,10025000001713,1112510020117,1114020020173,NULL,NULL,20715,5755 2385 1258 1223,2946 9438 8752 1005,yes,164356,370084,21155,"H.No:65/D,93 feet road,ghatkopar(E)",09-03-2010,,
"Adithya 	Naidu",26,single,6181,IGATE,Hyderbad,MySQL Server,1011,8456912440,Hyderbad,0,MTECH,AMN45135,HYBRD7195A,yes,no,208,96,10025000001714,1112510020118,1114020020174,NULL,NULL,20720,5756 2385 1258 1223,2947 9438 8752 1005,yes,45145,243908,14977,"H.No:141/C,shivari road,Parel(E)",26-05-2010,,
"Dakshi	Bhatnagar",25,married,6182,IGATE,Hyderbad,MySQL Server,1011,8456912443,Hyderbad,1,MTECH,QSZ126590,HYBRD7196D,yes,no,208,584,10025000001715,1112510020119,1114020020175,NULL,NULL,20721,5757 2385 1258 1223,2948 9438 8752 1005,yes,169546,283713,327365,"H.No:19/I,cloves lane,masjid bunder(W)",28-09-2007,,
"Ganendra 	Pandey",28,married,6183,IGATE,Hyderbad,MySQL Server,1011,8456912446,Hyderbad,2,MTECH,PLI9632597,HYBRD7197B,yes,yes,204,9639,10025000001716,1112510020120,1114020020176,NULL,NULL,20723,5758 2385 1258 1223,2949 9438 8752 1005,yes,67235,277843,409143,"H.No:219/O,gymkhana marg,Currey road",16-07-2010,,
"Betty	Basu",29,married,6184,IGATE,Hyderbad,MySQL Server,1011,8456912449,Hyderbad,3,MTECH,APL784525,HYBRD7198O,yes,no,208,9858,10025000001717,1112510020121,1114020020177,NULL,NULL,205932,4729 2395 1258 1322,2950 9438 8752 1005,yes,121272,222880,459967,"H.No:78/B,ganseh lane,lalbaug",26-12-2007,,
"Gajrup 	Reddy",31,single,6185,IGATE,Hyderbad,MySQL Server,1011,8456912452,Hyderbad,4,MTECH,PLI9632598,HYBRD7199Y,yes,no,208,8574,10025000001718,1112510020122,1114020020178,NULL,NULL,100000,5759 2385 1258 1223,2951 9438 8752 1005,yes,119825,45782,509862,"H.No:278/I,furniture wala road,Worli",03-04-2009,,
"the morning sun	Khulbe",32,single,6186,IGATE,Hyderbad,MySQL Server,1011,8456912455,Hyderbad,5,MTECH,EFU589644,HYBRD7200P,yes,no,208,658,10025000001719,1112510020123,1114020020179,NULL,NULL,100000,5760 2385 1258 1223,2952 9438 8752 1005,yes,18620,377778,385168,"H.No:58/C,savla street,matunga(W)",12-01-2009,,
"Chanakya 	Thakur",22,married,6187,IGATE,Hyderbad,V&V,1011,8456912458,Hyderbad,0,MTECH,IJP8252382,HYBRD7201O,yes,no,208,5652,10025000001720,1112510020124,1114020020180,NULL,NULL,100000,5761 2385 1258 1223,2953 9438 8752 1005,yes,138222,331811,380924,"H.No:62/E,93 feet road,ghatkopar(E)",28-12-2013,,
"Cesar 	Reddy",26,married,6188,IGATE,Hyderbad,V&V,1011,8456912461,Hyderbad,1,MTECH,QSR985425,HYBRD7202I,yes,no,208,624,10025000001721,1112510020125,1114020020181,NULL,NULL,100000,5762 2385 1258 1223,2954 9438 8752 1005,yes,87275,240713,137591,"H.No:181/D,shivari road,Parel(E)",28-09-2006,,
"Dayakar 	Chandra",24,divorced,6189,IGATE,Hyderbad,V&V,1011,8456912464,Hyderbad,2,MTECH,AMN45136,HYBRD7203U,yes,no,208,6546,10025000001722,1112510020126,1114020020182,NULL,NULL,100000,4730 2395 1258 1322,2955 9438 8752 1005,yes,105868,198170,320653,"H.No:91/H,cloves lane,masjid bunder(W)",05-07-2008,,
"Akuti 	Kashyap",29,married,6190,IGATE,Hyderbad,V&V,1011,8456912467,Hyderbad,3,MTECH,QSZ126591,HYBRD7204Y,yes,no,208,6524,10025000001723,1112510020127,1114020020183,NULL,NULL,100000,5763 2385 1258 1223,2956 9438 8752 1005,yes,70269,151089,297984,"H.No:192/E,Lifestyle Road,Parel(W)",26-03-2009,,
"Belli	Biswas",30,single,6191,IGATE,Hyderbad,V&V,1011,8456912470,Hyderbad,4,MTECH,PLI9632598,HYBRD7205A,yes,no,208,8585,10025000001724,1112510020128,1114020020184,NULL,NULL,100000,5764 2385 1258 1223,2957 9438 8752 1005,yes,108790,296714,170704,"H.No:128/M,Queens road,Chinchpokli",19-09-2010,,
"Beth 	Bhatt",27,married,6192,IGATE,Hyderbad,V&V,1011,8456912473,Hyderbad,5,MTECH,APL784526,HYBRD7206S,yes,no,208,8952,10025000001725,1112510020129,1114020020185,NULL,NULL,20757,5765 2385 1258 1223,2958 9438 8752 1005,yes,27881,11766,416791,"H.No:32/V,M G road,Byculla(W)",04-04-2011,,
"Haricharan 	Iyer",26,single,6193,IGATE,Hyderbad,V&V,1011,8456912476,Hyderbad,0,MTECH,PLI9632599,HYBRD7207D,yes,no,208,859,10025000001726,1112510020130,1114020020186,NULL,NULL,20761,5766 2385 1258 1223,2959 9438 8752 1005,yes,123994,45236,298181,"H.No:18/I,Dharavi road,Sion(W)",01-04-2008,,
Bhagirathi Amin,28,married,6194,IGATE,Hyderbad,V&V,1011,8456912479,Hyderbad,1,MTECH,EFU589645,HYBRD7208F,yes,no,208,9652,10025000001727,1112510020131,1114020020187,NULL,NULL,20763,4731 2395 1258 1322,2960 9438 8752 1005,no,23307,180887,483562,"H.No:27/J,Shinde Wadi,Dadar(E)",21-04-2013,,
"Haresh 	Jha",27,single,6195,IGATE,Hyderbad,V&V,1011,8456912482,Hyderbad,2,MTECH,IJP8252383,HYBRD7209G,yes,no,208,6223,10025000001728,1112510020132,1114020020188,NULL,NULL,20766,5767 2385 1258 1223,2961 9438 8752 1005,no,193258,395536,465481,"H.No:28/G,Tata Hospital Road,Parel(E)",10-08-2011,,
"Adripathi 	Parab",29,married,6196,IGATE,Hyderbad,V&V,1011,8456912485,Hyderbad,3,MTECH,QSR985426,HYBRD7210H,yes,no,208,9652,10025000001729,1112510020133,1114020020189,1111250000670,NULL,20768,5768 2385 1258 1223,2962 9438 8752 1005,no,97485,194995,555176,"H.No:17/E,shivari road,Parel(E)",10-09-2012,,
"Chaanakya 	Roy",31,single,6197,IGATE,Hyderbad,MySQL Server,1011,8456912488,Hyderbad,4,MTECH,AMN45137,HYBRD7211J,yes,no,208,955,10025000001730,1112510020134,1114020020190,1111250000671,NULL,20773,5769 2385 1258 1223,2963 9438 8752 1005,no,50754,93329,142806,"H.No:271/P,gymkhana marg,Currey road",10-06-2010,,
"Hans	Nair",32,divorced,6198,IGATE,Hyderbad,MySQL Server,1011,8456912491,Hyderbad,5,MTECH,QSZ126592,HYBRD7212K,yes,no,208,547,10025000001731,1112510020135,1114020020191,1111250000672,NULL,20783,5770 2385 1258 1223,2964 9438 8752 1005,yes,145678,246208,184785,"H.No:78/C,ganseh lane,lalbaug",11-02-2013,,
"Abishek 	Deshmukh",22,married,6199,IGATE,Hyderbad,MySQL Server,1011,8456912494,Hyderbad,0,MTECH,PLI9632599,HYBRD7213L,yes,no,208,8475,10025000001732,1112510020136,1114020020192,1111250000673,NULL,20784,4732 2395 1258 1322,2965 9438 8752 1005,yes,23530,286799,29209,"H.No:277/J,furniture wala road,Worli",28-12-2013,,
"Gandharaj	Patil",26,married,6200,IGATE,Hyderbad,MySQL Server,1011,8456912497,Hyderbad,1,MTECH,APL784527,HYBRD7214P,no,no,208,485,10025000001733,1112510020137,1114020020193,1111250000674,NULL,20789,5771 2385 1258 1223,2966 9438 8752 1005,yes,81349,321841,223010,"H.No:28/F,Shinde wadi,Dadar(E)",10-08-2008,,
"Daksayan	Biswas",29,single,6201,IGATE,Hyderbad,MySQL Server,1011,8456912500,Hyderbad,2,MTECH,PLI9632600,HYBRD7215O,yes,no,208,426,10025000001734,1112510020138,NULL,1111250000675,NULL,20793,5772 2385 1258 1223,2967 9438 8752 1005,yes,142756,114538,69787,"H.No:72/H,Tata Hospital Road,Parel(E)",13-04-2007,,
"Deepdas 	Gounder",28,married,6202,IGATE,Hyderbad,MySQL Server,1011,8456912503,Hyderbad,3,MTECH,EFU589646,HYBRD7216I,yes,no,208,153,10025000001735,1112510020139,NULL,1111250000676,NULL,20794,5773 2385 1258 1223,2968 9438 8752 1005,yes,87779,90407,467432,"H.No:115/F,shivari road,Parel(E)",27-08-2011,,
"Hariaksa 	Jadhav",29,married,6239,IGATE,Hyderbad,MySQL Server,1011,8456912506,Hyderbad,4,MTECH,IJP8252384,HYBRD7217U,no,no,208,625,10025000001736,1112510020140,NULL,1111250000677,NULL,23773,5774 2385 1258 1223,2969 9438 8752 1005,yes,153783,223231,255825,"H.No:217/Q,gymkhana marg,Currey road",02-02-2011,,
Bavishya Chopra,31,divorced,6240,IGATE,Hyderbad,MySQL Server,1011,8456912509,Hyderbad,5,MTECH,QSR985427,HYBRD7218T,yes,no,208,985,10025000001737,1112510020141,NULL,1111250000678,NULL,20797,4733 2395 1258 1322,2970 9438 8752 1005,yes,35866,9893,394090,"H.No:78/D,ganseh lane,lalbaug",25-03-2013,,
"Beli 	Chandra",24,married,6241,IGATE,Hyderbad,MySQL Server,1011,8456912512,Hyderbad,2,MTECH,APL784525,HYBRD7219R,yes,no,208,528,10025000001738,1112510020142,NULL,1111250000679,NULL,20800,5775 2385 1258 1223,2971 9438 8752 1005,yes,46551,240829,231267,"H.No:287/K,furniture wala road,Worli",05-07-2008,,
"Akula 	Khulbe",23,single,6242,IGATE,Hyderbad,MySQL Server,1011,8456912515,Hyderbad,1,MTECH,PLI9632598,HYBRD7220A,yes,no,208,9855,10025000001739,1112510020143,NULL,1111250000680,NULL,20801,5776 2385 1258 1223,2972 9438 8752 1005,yes,55553,324024,587823,"H.No:29/E,Chandvarkar road,Matunga(W)",05-09-2011,,
"Datta 	Bhatnagar",24,married,6243,IGATE,Hyderbad,MySQL Server,1011,8456912518,Hyderbad,2,MTECH,EFU589644,HYBRD7221S,yes,no,208,785,10025000001740,1112510020144,NULL,1111250000681,NULL,20802,5777 2385 1258 1223,2973 9438 8752 1005,yes,198169,47822,188925,"H.No:18/P,Napoo Road,Lalbaug",05-07-2008,,
"Adikavi 	Lal",26,single,6244,IGATE,Hyderbad,V&V,1011,8456912521,Hyderbad,3,MTECH,IJP8252382,HYBRD7222F,yes,no,208,258,10025000001741,1112510020145,NULL,1111250000682,NULL,20804,5778 2385 1258 1223,2974 9438 8752 1005,yes,69836,193028,307621,"H.No:24/I,Bhulabhai desai road,wadala(E)",05-09-2011,,
